Video ID,Title,Description,Category,Duration (seconds),Publish Date,Publish Time (24h),Views,Likes,Comments,Default Audio Language,Channel Title,Channel Subscribers,Total Videos Posted,Channel Views,Channel Creation Date,Channel Country,Title Length,Hashtag Count,Description Present,Duration Category,Day of Week,Month,Quarter,Year,Video Age (days),Engagement Rate,Channel Title Length,Channel Size,Average Video Views,Channel Age (days),Category Definition,Audio Language Name,Channel Country Name,Publish Hour,Time of Day,Sentiment Polarity,Sentiment Category
B7tqpRv72_k,"Biotechnology course full details in Telugu|| jobs, salary, future scope, biotechnology details#bipc",what is biotechnology how to become biotechnologist biotechnology course full details biotechnology course biotechnology ...,27,494,2023-06-11,08:04:00,65227,913,77,te,Sr info edu,13600,172,1422539,2022-03-16,IN,100,1,Yes,Medium,Sunday,June,2,2023,588,1.5177763809465399,11,<100k,8270.57558139535,1040,Education,Telugu,India,8,Morning,0.175,Positive
EOixF_dTQ0w,5 UNEXPECTED things you need to know abt BIOTECHNOLOGY,What you must know before you start your studies in Biotechnology.,22,486,2021-01-13,20:40:33,69036,2240,332,Unknown,Biotech Ed,6860,58,202883,2020-12-12,DE,54,0,Yes,Medium,Wednesday,January,1,2021,1467,3.72559244452169,10,<100k,3497.98275862068,1499,People & Blogs,Unknown,Germany,20,Evening,0.1,Positive
ZxMTuJan0Y4,Biotech salary - What Can You Expect in 2024 2025? #salary #biotechnology,,27,56,2024-03-20,16:00:27,13702,639,9,en-GB,Biotecnika,203000,3932,14844755,2008-08-24,IN,73,2,No,Very Short,Wednesday,March,1,2024,305,4.72923660779448,10,<1M,3775.37004069176,5992,Education,English (British),India,16,Afternoon,0.0,Neutral
HfyjfBF8dCA,Biotechnology student #biotechnology #engineering #future,Biotechnology student Biotechnology student Biotechnology student a day in the life of an engineer a day in the life of an engineer ...,19,17,2023-05-13,09:40:23,412406,10379,364,hi,Aditya Pushola,2930,128,613242,2021-08-08,IN,57,3,Yes,Very Short,Saturday,May,2,2023,617,2.60495725086443,14,<100k,4790.953125,1260,Travel & Events,Hindi,India,9,Morning,0.0,Neutral
kDjYvFovjg8,Biotechnology VS Biomedical Engineering- Difference#careerwithriwas #biotechnology #biomedical,In this video I'm going to show Biotechnology VS Biomedical Engineering Your Queries:- biotechnology VS Biomedical ...,27,27,2023-04-04,08:09:14,230995,7455,33,Unknown,Career With Riwas,5270,313,2238216,2023-01-08,IN,94,3,Yes,Very Short,Tuesday,April,2,2023,656,3.2416286066797904,18,<100k,7150.84984025559,742,Education,Unknown,India,8,Morning,0.0,Neutral
WG04jJTqxS8,Plus Two Biology | Biotechnology : Principles And Processes  | Full Chapter | Exam Winner,plustwobiology #biotechnologyprinciplesandprocesses #fullchapter #examwinner #genetics #dnareplication For +2 Free Class ...,27,5567,2024-11-28,17:58:34,32314,968,34,Unknown,Exam Winner Plus Two,642000,4148,116335694,2020-07-24,IN,89,0,Yes,Very Long,Thursday,November,4,2024,52,3.10082317261867,20,<1M,28046.2135969141,1640,Education,Unknown,India,17,Afternoon,0.35,Positive
-vBNGu6gEWw,"Career Map for Biotech Students: BSc, BTech, MSc, MTech #biotechnology #career #scope","Unlock Your Biotech Career Path! Are you pursuing or planning to pursue a degree in Biotechnology? Whether you're in BSc, ...",27,642,2024-05-22,13:15:07,82227,2188,173,en-GB,Biotecnika,203000,3932,14844755,2008-08-24,IN,85,3,Yes,Medium,Wednesday,May,2,2024,242,2.87131963953445,10,<1M,3775.37004069176,5992,Education,English (British),India,13,Afternoon,0.0,Neutral
OVf_ASEGuns,"Biotechnology: Genetic Modification, Cloning, Stem Cells, and Beyond","In this biology playlist, we've learned so much about DNA and living organisms! Well, so has mankind over the past century, and ...",27,513,2017-11-28,18:15:46,148185,2541,86,en,Professor Dave Explains,3540000,1666,367605762,2015-01-01,US,68,0,Yes,Medium,Tuesday,November,4,2017,2609,1.7727840199750302,23,<10M,220651.717887154,3671,Education,English,United States,18,Evening,0.0,Neutral
TQRL9JnYkA4,CBSE Class 12 Biology || Biotechnology Principles And Processes || Full Chapter || By Shiksha House,"Get Play lists in your Mobile https://forms.gle/5giXfKAthyGQdge26 CBSE Class 12 Biology, Biotechnology Principles And ...",27,2603,2017-10-27,03:14:54,552511,7923,487,en,Best for NEET,673000,1194,86123801,2016-02-27,IN,99,0,Yes,Long,Friday,October,4,2017,2641,1.5221416406189099,13,<1M,72130.4865996649,3249,Education,English,India,3,Night,0.35,Positive
okA-XR09-mY,10 Reasons Why Biotech is Booming,Learn how you can take advantage of the biotech boom! SUBSCRIBE to ALUX: ...,27,582,2021-11-15,18:08:19,192755,6787,362,en,Alux.com,4740000,2738,610316713,2013-10-27,US,33,0,Yes,Medium,Monday,November,4,2021,1161,3.70885320743949,8,<10M,222906.031044558,4102,Education,English,United States,18,Evening,0.0,Neutral
yWBhZBY5CZA,Top 5 Biotech Companies in India,Follow us on Telegram - https://t.me/biotecnika Download Biotecnika APP - https://btnk.org/app Subscribe to Our Youtube ...,24,60,2023-04-04,16:00:40,27406,1854,6,en-GB,Biotecnika,203000,3932,14844755,2008-08-24,IN,32,0,Yes,Very Short,Tuesday,April,2,2023,656,6.78683499963511,10,<1M,3775.37004069176,5992,Entertainment,English (British),India,16,Afternoon,0.5,Positive
F6r8sFqC0Fs,"21.Biotechnology &amp; Genetic Modification(Part 1)(Cambridge IGCSE Biology 0610 for 2023, 2024 &amp; 2025)",This video summarises Part 1 of what you need to know about topic 21 Biotechnology and Genetic Modification from the ...,27,800,2023-09-06,12:27:10,42054,685,66,en,IGCSE Study Buddy,43000,75,3086589,2022-09-24,SG,107,0,Yes,Medium,Wednesday,September,3,2023,501,1.7857992105388298,17,<100k,41154.52,848,Education,English,Singapore,12,Afternoon,0.0,Neutral
Lzu6QPCD5-0,Biotechnology course | Biotechnology course after 12th | Biotechnology course in Malayalam,Biotechnology course | Biotechnology course after 12th | Biotechnology course in Malayalam | Career Guidance | Sreevidhya ...,27,602,2022-03-02,12:30:12,221970,5356,462,ml,Sreevidhya Santhosh,886000,2177,95531344,2012-01-02,AE,90,0,Yes,Medium,Wednesday,March,1,2022,1054,2.62107492003423,19,<1M,43882.105649977,4766,Education,Malayalam,United Arab Emirates,12,Afternoon,0.0,Neutral
qcEY7sATscI,Types of Biotechnology| Colour code for Biotechnology Biotech Industries| Biotech,Types of Biotechnology| COLOR CODE for BIOTECH| #biotechnology #biotec #bioinformatics #lifescience #molecularbiology ...,27,50,2022-11-18,07:53:24,25669,1704,29,en,Dr. Jyoti Bala,9520,640,901086,2022-01-09,IN,81,0,Yes,Very Short,Friday,November,4,2022,793,6.751334294284931,14,<100k,1407.946875,1106,Education,English,India,7,Morning,0.0,Neutral
FlsD__uCRws,Introduction to Biotechnology,Donate here: http://www.aklectures.com/donate.php Website video link: ...,27,515,2015-02-17,04:53:35,71680,809,25,Unknown,Andrey K,809000,2015,103580780,2012-09-26,US,29,0,Yes,Medium,Tuesday,February,1,2015,3624,1.16350446428571,8,<1M,51404.8535980148,4498,Education,Unknown,United States,4,Night,0.0,Neutral
mdmNzgpVUjA,Top 5 Indian Biotech Startups - Success Stories To Inspire You! #startup #biotechnology,,27,60,2024-04-23,15:30:22,20503,1213,3,en-GB,Biotecnika,203000,3932,14844755,2008-08-24,IN,87,2,No,Very Short,Tuesday,April,2,2024,271,5.93083938935765,10,<1M,3775.37004069176,5992,Education,English (British),India,15,Afternoon,0.4375,Positive
UhHQs6ZcK_g,PRINCIPLES OF BIOTECHNOLOGY,For more information: http://www.7activestudio.com http://www.7activemedical.com/ 7activestudio@gmail.com Contact: +91- ...,27,219,2014-03-20,06:42:28,185526,1873,43,Unknown,7activestudio,910000,1395,246904645,2011-11-28,IN,27,0,Yes,Short,Thursday,March,1,2014,3958,1.03273934650668,13,<1M,176992.577060931,4801,Education,Unknown,India,6,Morning,0.0,Neutral
GuVlYXenVJ0,Biotech vs IT - Which Offers Better Career? #biotechnology #career #informationtechnology #BIOIT,,27,58,2024-02-28,16:00:18,10855,692,6,en-GB,Biotecnika,203000,3932,14844755,2008-08-24,IN,96,4,No,Very Short,Wednesday,February,1,2024,326,6.430216490096729,10,<1M,3775.37004069176,5992,Education,English (British),India,16,Afternoon,0.3,Positive
a5jmdh9AnS4,PCR (Polymerase Chain Reaction),Join The Amoeba Sisters as they explain the biotechnology technique PCR. This video goes into the basics of how PCR works as ...,27,474,2020-10-01,00:45:00,1696231,30745,589,en,Amoeba Sisters,2310000,208,288193120,2013-07-12,US,31,0,Yes,Medium,Thursday,October,4,2020,1571,1.84727198123368,14,<10M,1385543.84615384,4209,Education,English,United States,0,Night,0.0,Neutral
6XOctXfl6Ug,Biotech: The World of Microorganisms | New Technologies,"Biotech: The World of Microorganisms - Developing new medicines, breeding better plant varieties, making cleaning supplies ...",27,2452,2024-05-27,16:00:07,16447,335,12,en,Moconomy,1120000,371,61603377,2017-12-20,US,55,0,Yes,Long,Monday,May,2,2024,237,2.10980725968261,8,<10M,166046.838274932,2587,Education,English,United States,16,Afternoon,0.136363636363636,Positive
UZuBaqjatAs,Complete Biotechnology Course in 30 second| What is Biotechnology| Course Detail |#biotechnology,Complete Biotechnology Course in 30 second| What is Biotechnology| Course Detail |#biotechnology.,27,36,2023-04-10,15:50:21,555785,15724,190,en,College Journey With Abhishek,5830,148,3484843,2019-11-09,IN,96,1,Yes,Very Short,Monday,April,2,2023,650,2.8633374416366,29,<100k,23546.2364864864,1898,Education,English,India,15,Afternoon,0.05,Positive
S-SIdczw-hc,Biotechnology:Principles &amp; Processes Class 12 Biology| NCERT Chapter 11 | CBSE NEET,"""• Download the Android App: https://play.google.com/store/apps/details?id=com.examfear.app&hl=en&gl=US Class 12 NEET ...",27,5738,2024-02-19,16:30:04,750989,13755,968,hi,"LearnoHub - Class 11, 12",3130000,9041,838876791,2011-07-14,IN,87,0,Yes,Very Long,Monday,February,1,2024,335,1.9604814451343398,24,<10M,92785.8412786196,4938,Education,Hindi,India,16,Afternoon,0.0,Neutral
Q18B3Cg5cGY,Green Biotechnology: Agricultural Biotechnology For A Sustainable Future,Explore the world of agricultural biotechnology and its impact on farming practices and food security. Discover how genetic ...,22,270,2023-05-20,07:54:45,24898,346,11,en-GB,Biotech Breakthroughs,1050,31,71796,2018-10-12,NG,72,0,Yes,Short,Saturday,May,2,2023,610,1.43385010844244,21,<100k,2316.0,2291,People & Blogs,English (British),Nigeria,7,Morning,-0.1,Negative
EmDYHq99pA8,Biotechnology Questions Leaked by NTA😱| NEET 2024 Biology | Class 12th #neet,Explore the World of Biotechnology! Delve into the fascinating realm of Biotechnology as per the 12th NCERT syllabus in this ...,1,59,2024-04-14,03:30:05,73226,7472,195,hi,Vaibhav Deshmukh NEET,181000,481,74833269,2017-01-14,IN,76,1,Yes,Very Short,Sunday,April,2,2024,280,10.4703247480403,21,<1M,155578.521829521,2927,Film & Animation,Hindi,India,3,Night,0.0,Neutral
R9B3f_6i910,Plus Two Biology | Chapter 9 | Biotechnology: Principles and Processes - One Shot | Onam Exam,plus #two #biology #chapter9 #biotechnolgy #principles #and #processes #one #shot Learn Chapter 9 Biotechnology: Principles ...,27,7034,2024-08-25,15:36:32,22726,1134,55,ml,Eduport Plus Two,715000,2352,135566152,2021-09-25,IN,93,0,Yes,Very Long,Sunday,August,3,2024,147,5.231892986007209,17,<1M,57638.6700680272,1212,Education,Malayalam,India,15,Afternoon,0.0,Neutral
koPLC9fzOY8,What|is|Biotechnology|Course|Details|Job|Scope|Explained|Tamil|Muruga MP,Welcome to- #OpenYourMindwithMurugaMP Join Our ...,27,997,2021-06-01,09:35:12,177899,5235,663,ta,Open Your Mind With Muruga MP,743000,3342,103521465,2012-11-18,IN,72,0,Yes,Medium,Tuesday,June,2,2021,1328,3.31536433594342,29,<1M,30975.9021543985,4445,Education,Tamil,India,9,Morning,0.0,Neutral
xF7F3kAJmuQ,CBSE Class 12 Biology || Biotechnology And Its Applications || Full Chapter || By Shiksha House,"Get Play lists in your Mobile https://forms.gle/5giXfKAthyGQdge26 CBSE Class 12 Biology, Biotechnology And Its Applications, ...",27,1924,2017-10-27,03:23:33,350100,4903,237,en,Best for NEET,673000,1194,86123801,2016-02-27,IN,95,0,Yes,Long,Friday,October,4,2017,2641,1.4681519565838301,13,<1M,72130.4865996649,3249,Education,English,India,3,Night,0.35,Positive
zZG-t97r1Ig,Top 5 Most Recommended Msc Biotech Dissertation Topics,Follow us on Telegram - https://t.me/biotecnika Download Biotecnika APP - https://btnk.org/app Subscribe to Our Youtube ...,24,56,2023-08-21,08:01:14,13682,609,3,en-GB,Biotecnika,203000,3932,14844755,2008-08-24,IN,54,0,Yes,Very Short,Monday,August,3,2023,517,4.4730302587341,10,<1M,3775.37004069176,5992,Entertainment,English (British),India,8,Morning,0.5,Positive
_9bWvGbL4O0,What is Biotech Engineering? #shorts,"Love both Biology and Engineering? Then Biotech Engineering might be for you!! Hello, I am Mayuri, your career coach and I help ...",27,49,2023-06-08,12:34:00,34578,1447,29,Unknown,Mayuri Rajput,18800,178,1681909,2021-12-29,IN,36,1,Yes,Very Short,Thursday,June,2,2023,591,4.2686100989068105,13,<100k,9448.92696629213,1117,Education,Unknown,India,12,Afternoon,0.0,Neutral
qvDo2S78K5s,Biotechnology Principles And Processes in 60 Minutes | Class 12th Zoology | Mind Map Series,Parishram 2.0 2025: https://physicswallah.onelink.me/ZAZB/kjs5046w Uday 2.0 2025: ...,27,3672,2024-12-19,06:30:30,74910,1931,120,hi,NCERT Wallah,1970000,2783,359928138,2021-06-27,IN,91,0,Yes,Very Long,Thursday,December,4,2024,31,2.73795220931784,12,<10M,129330.987423643,1302,Education,Hindi,India,6,Morning,0.0,Neutral
piy20_TM0dA,Biotechnology is the future of manufacturing | Chris Pudney | TEDxBeechenCliffSchool,The use of therapeutic antibodies in the developing world. This talk was given at a TEDx event using the TED conference format ...,29,817,2018-02-23,15:47:18,35986,611,19,en,TEDx Talks,42300000,228098,8199750579,2009-06-23,Unknown,84,0,Yes,Medium,Friday,February,1,2018,2522,1.7506808203190098,10,10M+,35948.366837938,5689,Nonprofits & Activism,English,Unknown,15,Afternoon,0.0,Neutral
afzbQJL2p_U,"Cell Biology and Biotechnology, Lecture 1 | Class 10 SSC | Embryonic stem cells and adult stem cells",Let us understand Stem cells and their types. Embryonic stem cells and adult stem cells. What is cell differentiation and ...,27,1817,2021-01-05,12:37:17,735773,19843,1313,hi,Parth Momaya,605000,249,74948820,2020-05-04,IN,100,0,Yes,Long,Tuesday,January,1,2021,1475,2.87534334638536,12,<1M,300999.277108433,1721,Education,Hindi,India,12,Afternoon,0.1,Positive
fmUjKFAsGUU,BTS at the Biotech Lab in IIT Bombay #shorts,Have a look at how a day at the lab in IIT Bombay looks like where we work on our Neodocs wellness cards and other products.,22,15,2022-01-31,12:49:45,22835,710,9,Unknown,NeoDocs,422,268,177219,2020-03-18,IN,44,1,Yes,Very Short,Monday,January,1,2022,1084,3.1486752791767,7,<100k,661.264925373134,1768,People & Blogs,Unknown,India,12,Afternoon,0.0,Neutral
JYCu-ccu-wM,Biotechnology- Principles and Processes | NEET 2024 | Seep Pahuja,"Accelerate your NEET 2024 preparation with Sprint Revision Series, focused and intensive study sessions designed to boost your ...",27,5640,2024-01-24,13:48:56,378902,13516,471,hi,Unacademy NEET,2650000,10848,570664790,2015-02-24,IN,65,0,Yes,Very Long,Wednesday,January,1,2024,361,3.6914558381850697,14,<10M,52605.5300516224,3617,Education,Hindi,India,13,Afternoon,0.0,Neutral
fKO6vW-_Xvg,How China May Soon Lead the Bio-Revolution,"Beijing has poured billions of dollars into biotechnology as the sector undergoes a momentous expansion. AI, gene editing and ...",25,1450,2022-03-29,23:00:11,617498,11974,1504,en,Bloomberg Originals,4440000,49032,974700082,2006-03-09,US,42,0,Yes,Medium,Tuesday,March,1,2022,1027,2.18267913418343,19,<10M,19878.8562979278,6891,News & Politics,English,United States,23,Night,0.0,Neutral
gEB06IoEF9k,BIOTECHNOLOGY: Principle &amp; Processes In Just 20 Minutes 🔥🔥| Ultimate Revision | Neet 2022,"Full Biology Handwritten Notes ""Ncert Smasher"" http://www.kveducation.in Demo   ...",27,1303,2021-09-01,08:29:33,673943,19460,619,Unknown,KV eDUCATION,565000,1028,96971345,2018-11-04,Unknown,93,0,Yes,Medium,Wednesday,September,3,2021,1236,2.9793320800127,12,<1M,94330.1021400778,2268,Education,Unknown,Unknown,8,Morning,0.0,Neutral
vqxtqBciuQE,Biotechnology Principles and Process Class 12 Biology | Roshni Ma&#39;am One Shot #shorts,,27,15,2024-02-19,07:52:32,55528,1737,11,hi,"LearnoHub - Class 11, 12",3130000,9041,838876791,2011-07-14,IN,89,2,No,Very Short,Monday,February,1,2024,335,3.14796138884886,24,<10M,92785.8412786196,4938,Education,Hindi,India,7,Morning,0.0,Neutral
aT7lJVXlvDk,Rs 5.5 Crore Salary Biotech Job 😱,Follow us on Telegram - https://t.me/biotecnika Download Biotecnika APP - https://btnk.org/app Subscribe to Our Youtube ...,24,57,2023-06-08,13:54:27,63215,4952,41,en-GB,Biotecnika,203000,3932,14844755,2008-08-24,IN,33,0,Yes,Very Short,Thursday,June,2,2023,591,7.898441825516089,10,<1M,3775.37004069176,5992,Entertainment,English (British),India,13,Afternoon,0.0,Neutral
9FppammO1zk,The Most Dangerous Weapon Is Not Nuclear,Sources & further reading: https://sites.google.com/view/sources-biorisk This video was made possible through a grant by Open ...,27,665,2023-07-02,13:00:42,5503109,216869,12019,en,Kurzgesagt – In a Nutshell,23500000,267,3113798818,2013-07-09,DE,40,0,Yes,Medium,Sunday,July,3,2023,567,4.15924889003652,26,10M+,11662167.8576779,4212,Education,English,Germany,13,Afternoon,-0.0499999999999999,Negative
JePcbKiZaoQ,Introduction - Biotechnology Principles and Processes | Class 12 Biology (2022-23),Previous Video: https://www.youtube.com/watch?v=6TPZr24lvw4 Next Video: https://www.youtube.com/watch?v=hV6CNMjdbSc ...,27,465,2020-01-10,15:03:59,343252,8683,207,hi,Magnet Brains,13000000,55320,3214615707,2016-06-13,IN,82,0,Yes,Medium,Friday,January,1,2020,1836,2.58993392609511,13,10M+,58109.4668655097,3142,Education,Hindi,India,15,Afternoon,0.0,Neutral
ZDZUAleWX78,Gel Electrophoresis,Explore electrophoresis with The Amoeba Sisters! This biotechnology video introduces gel electrophoresis and how it functions to ...,27,475,2017-09-27,00:33:57,2384260,34480,680,en,Amoeba Sisters,2310000,208,288193120,2013-07-12,US,19,0,Yes,Medium,Wednesday,September,3,2017,2671,1.47467138650986,14,<10M,1385543.84615384,4209,Education,English,United States,0,Night,0.0,Neutral
5Z8idtCgxAI,BioTech พลิกโลก ด้วยแบคทีเรีย กับ หมอเอ้ว ชัชพล | Health is the new Wealth EP.5,"จะเกิดอะไรขึ้น? หากหน้าจอมือถือ ถนน หรืออาคารที่แตกร้าว สามารถซ่อมตัวเองได้ด้วยสิ่งมีชีวิตอย่างแบคทีเรีย, การเก็บข้อมูลทางดิจิทัลมาไว้ใน ...",26,3357,2023-09-17,11:00:06,108433,2966,179,th,THE SECRET SAUCE,1210000,1484,217345900,2020-12-14,TH,79,0,Yes,Long,Sunday,September,3,2023,490,2.90040854721348,16,<10M,146459.501347708,1497,How-to & Style,Thai,Thailand,11,Morning,0.136363636363636,Positive
sL9vo88eoHw,Important topics for IIT JAM Biotechnology #shorts #importanttopicsforiitjambiotechnology #iitjam,,27,39,2022-07-21,08:54:40,27292,1535,32,en-US,SOURAV SIR'S CLASSES,106000,19844,16026575,2010-03-22,IN,97,3,No,Very Short,Thursday,July,3,2022,913,5.74160926278763,20,<1M,807.628250352751,5417,Education,English (American),India,8,Morning,0.4,Positive
sKifEDcoJo0,MSc Biotechnology Career Options,biotechcareer.,27,37,2022-12-12,15:30:14,136541,6114,93,en-GB,Biotecnika,203000,3932,14844755,2008-08-24,IN,32,0,Yes,Very Short,Monday,December,4,2022,769,4.54588731589778,10,<1M,3775.37004069176,5992,Education,English (British),India,15,Afternoon,0.0,Neutral
pAZOxpf92u8,NEET 2025 - Biotechnology Principles &amp; Processes Class 12 in ONE SHOT | Detailed NCERT.,Join Telegram- https://t.me/drrakshitasingh.,27,10327,2024-11-20,13:31:17,239192,10886,1293,hi,Dr. Rakshita Singh- Unacademy,1600000,532,471533621,2014-12-24,IN,91,0,Yes,Very Long,Wednesday,November,4,2024,60,5.0917254757684205,29,<10M,886341.392857142,3679,Education,Hindi,India,13,Afternoon,0.4,Positive
jDp_R9YJgOY,How biotechnology could change the face of cosmetics,"Biotechnology is already used for things like medical insulin and some foods, but researchers are beginning to scratch the surface ...",25,304,2023-01-17,19:00:14,32351,790,27,en,TODAY,4680000,41117,3678560818,2013-08-21,Unknown,52,0,Yes,Medium,Tuesday,January,1,2023,733,2.5254242527278903,5,<10M,89465.6910280419,4169,News & Politics,English,Unknown,19,Evening,0.0,Neutral
303EcvaFsmg,Biotechnology and its Applications Class 12 Biology | NCERT Chapter 12 | CBSE NEET,Download the Android App: https://play.google.com/store/apps/details?id=com.examfear.app&hl=en&gl=US Class 12 NEET ...,27,4110,2024-02-07,13:00:09,413325,9185,641,hi,"LearnoHub - Class 11, 12",3130000,9041,838876791,2011-07-14,IN,82,0,Yes,Very Long,Wednesday,February,1,2024,347,2.37730599407246,24,<10M,92785.8412786196,4938,Education,Hindi,India,13,Afternoon,0.0,Neutral
kOXyosc-MTU,Biotechnology: Principles and Processes | One SHOT | Full Revision in 15 Min!,Join my telegram channel & Get NEET UG study content for free!! (all Biohack PDFs & Physics Notes and lot more!),27,698,2023-03-10,16:09:24,246195,7360,385,hi,Dr. Parth Goyal,882000,1087,281772207,2018-09-29,IN,77,0,Yes,Medium,Friday,March,1,2023,681,3.14588029813765,15,<1M,259220.061637534,2304,Education,Hindi,India,16,Afternoon,0.4375,Positive
tOLdQWPRK-c,Biotechnology Class 8 In Urdu Hindi By Haider Ali || Chap#No 03 || Lec# No 01 || Genetic Engineering,Introduction To Biotechnology || Genetic Engineering Class 8 In Urdu Hindi By Haider Ali || Class 08 || Science || Chapter No 03 ...,22,509,2021-05-05,07:00:02,60444,1206,87,Unknown,Hadi Biology 20,49100,365,3459976,2020-06-16,PK,100,2,Yes,Medium,Wednesday,May,2,2021,1355,2.13917014095691,15,<100k,9479.38630136986,1678,People & Blogs,Unknown,Pakistan,7,Morning,0.0,Neutral
JyiMu19JqGg,"Make anything, anywhere with just-add-water biotechnology | Prof. Michael C. Jewett | TEDxChicago",Michael Jewett is a bioengineer who wonders if we can create equitable and distributed biotechnologies for the good. In this ...,29,946,2023-01-20,18:00:13,39892,849,46,en,TEDx Talks,42300000,228098,8199750579,2009-06-23,Unknown,97,0,Yes,Medium,Friday,January,1,2023,730,2.24355760553494,10,10M+,35948.366837938,5689,Nonprofits & Activism,English,Unknown,18,Evening,0.0,Neutral
nONlIeC6AFw,💥B.Sc Vs B.Tech Biotechnology? Which is Best? Career in Biotechnology! #shorts #btech #biotech #bsc,B.Sc Vs B.Tech Biotechnology? Which is Best? Career in Biotechnology! #shorts #btech #biotech #bscbiotech ...,27,59,2023-07-03,09:46:57,476111,16321,224,hi,B. Tech Fundas by Sunstone,76100,603,16219707,2022-09-07,IN,99,4,Yes,Very Short,Monday,July,3,2023,566,3.47502998250408,26,<100k,26898.3532338308,865,Education,Hindi,India,9,Morning,1.0,Positive
NkWG-jYstwE,Plus Two Biology Christmas Exam  | Biotechnology:Principles And Processes | Chapter 9 | Exam Winner,Welcome to Exam Winner - Explore the fascinating world of Chapter 9 - Biotechnology: Principles And Processes with Exam ...,27,6367,2023-11-21,16:00:58,205585,5219,227,Unknown,Exam Winner Plus Two,642000,4148,116335694,2020-07-24,IN,99,0,Yes,Very Long,Tuesday,November,4,2023,425,2.6490259503368403,20,<1M,28046.2135969141,1640,Education,Unknown,India,16,Afternoon,0.0,Neutral
5c8SQ0ZXngQ,A Biotech Fresher Can Grow In the Industry By Following These Three Things 🤔,BiotechFresher #BiotechIndustry #BiotechJobs.,27,52,2022-04-22,09:48:10,58261,3936,35,en-GB,Biotecnika,203000,3932,14844755,2008-08-24,IN,76,0,Yes,Very Short,Friday,April,2,2022,1003,6.81588026295463,10,<1M,3775.37004069176,5992,Education,English (British),India,9,Morning,0.0,Neutral
fNlMRdbGhQY,Exams for Biotechnology Students,engineering #Biotech #CS #MBA #Branches #Jeemains #VITEE #Manipal #Comedk Instagram Handle ...,27,49,2022-04-27,06:27:11,176744,11661,75,en,CareerKul,64200,1503,7774706,2014-02-18,IN,32,0,Yes,Very Short,Wednesday,April,2,2022,998,6.64011225274974,9,<100k,5172.79174983366,3988,Education,English,India,6,Morning,0.0,Neutral
-WjmVXTDJoE,Scope of Biotechnology | Biomedical | Engineering,shortvideo #youtube #youtuber #shortsvideo #trendingshorts #trending #engineering #biomedical_engineering ...,19,46,2023-06-26,10:30:00,21275,0,54,ta,Dr. Kirankumar Manivannan,2030,214,267247,2011-11-11,IN,49,0,Yes,Very Short,Monday,June,2,2023,573,0.253819036427732,25,<100k,1248.81775700934,4818,Travel & Events,Tamil,India,10,Morning,0.0,Neutral
c_Kt--wG99o,TOP 50 Things You Can Do After Studying Biotechnology! Top 50 Biotech Career Opportunities!,Discover the Top 50 Career Opportunities in Biotechnology! Wondering what you can do after studying Biotechnology?,27,632,2024-08-06,13:30:08,12984,603,44,en-GB,Biotecnika,203000,3932,14844755,2008-08-24,IN,91,0,Yes,Medium,Tuesday,August,3,2024,166,4.98305606900801,10,<1M,3775.37004069176,5992,Education,English (British),India,13,Afternoon,0.625,Positive
MyJbQRs5Ffo,Biotechnology Principle And Processes - One Shot Lecture | CHAMPIONS - NEET CRASH COURSE 2022,"For complete notes of Lectures, visit Champions-JEE/NEET Crash course Batch in the Batch Section of PhysicsWallah ...",27,5790,2022-03-16,15:35:09,160820,3369,135,Unknown,PW English Medium,616000,2713,46800322,2021-12-04,IN,93,0,Yes,Very Long,Wednesday,March,1,2022,1040,2.1788334784230803,17,<1M,17250.3951345374,1142,Education,Unknown,India,15,Afternoon,0.0,Neutral
f8PyAQ9bAPk,What is Biotechnology,"This video serves as an ICT material for students enrolling AAB40A Molecular Biotechnology. The video outlines the definition, ...",27,193,2015-09-28,06:10:56,270043,2541,62,Unknown,NIE SINGAPORE,4380,352,690131,2012-04-12,SG,21,0,Yes,Short,Monday,September,3,2015,3401,0.9639205607995759,13,<100k,1960.59943181818,4665,Education,Unknown,Singapore,6,Morning,0.0,Neutral
UbWgfGgeaOE,&quot;Biotechnology &amp; Its Application&quot; just in 23 Minutes 🔥🔥 | Ultimate Revision | Neet 2022,"Full Biology Handwritten Notes ""Ncert Smasher"" http://www.kveducation.in Demo   ...",27,1420,2021-08-18,05:19:01,448748,14549,636,Unknown,KV eDUCATION,565000,1028,96971345,2018-11-04,Unknown,101,0,Yes,Medium,Wednesday,August,3,2021,1250,3.3838590924082097,12,<1M,94330.1021400778,2268,Education,Unknown,Unknown,5,Night,0.0,Neutral
KieHRppBIXE,Biotechnology FULL CHAPTER | Chapter 2 | Complete Science &amp; Technology | Free UPSC Preparation,Download Class Notes: https://physicswallah.onelink.me/ZAZB/tshvan9l FREE Udaan Books: https://bit.ly/3ucszSU FREE Udaan ...,27,9809,2024-02-20,14:30:09,113740,3112,175,hi,OnlyIAS UPSC,1040000,3137,117664427,2022-10-02,IN,98,0,Yes,Very Long,Tuesday,February,1,2024,334,2.8899243889572697,12,<10M,37508.5836786738,840,Education,Hindi,India,14,Afternoon,0.283333333333333,Positive
